study,wave,versn_s,studytit,uniqid,intrvwr_id,cntry,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,gwght,pwght,wght_eq1000,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,V002,V002A,V001,V001A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
2,7,2024,0,840722043,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,23,18.13,18.37,20170503,-4,-4.0,-4.0,128,0.361916732,10.6132138674884,0.385208,840003,4,1,1,3,2,3,2,1,2,3,8,10,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2,2,-4,1,-4,4,3,2,3,3,4,1,3,2,3,2,2,3,3,2,2,3,1,2,1,3,1,0,3,1,3,1,2,3,3,8,8,2,2,2,2,2,3,4,1,4,3,3,-4,4,4,3,3,3,3,7,4,3,4,1,840001,-4,1,1,10,1,1,4,8,1,8,9,6,1,1,1,2,3,2,4,2,3,3,8,2,1,-4,1,1,1,1,1,10,2,2,3,2,2,1,2,6,2,1,2,1,7,1,2,4,3,3,2,2,3,3,4,3,1,1981,36,3,2,1,840,1,840,1,840,1,1,5,6,7,3,4,2,4,2,6,3,1,5,2,-4,2,1,-4,-3,7,-4
2,7,2024,0,840722044,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,36,21.07,21.44,20170501,-4,-4.0,-4.0,128,1.847696664,10.6132138674884,0.385208,840048,3,2,2,2,1,3,1,4,2,3,7,7,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,-4,1,-4,1,3,3,4,1,4,1,3,2,3,2,2,2,4,4,4,4,3,1,2,3,2,0,2,2,4,2,2,2,2,5,4,1,7,5,3,2,3,2,3,3,3,2,-4,4,4,3,2,2,1,4,4,2,4,2,840004,-4,8,1,10,10,1,10,10,1,6,7,5,3,3,1,2,1,3,3,2,1,2,0,8,8,-4,3,0,0,0,0,1,1,1,1,1,10,10,10,10,8,10,10,1,8,1,3,3,2,4,3,3,3,2,4,4,2,1993,24,1,1,1,840,1,840,1,840,1,1,0,2,3,2,4,2,4,2,4,2,2,1,2,-4,7,6,-4,5,2,-4
2,7,2024,0,840722045,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,21.48,22.22,20170509,-4,-4.0,-4.0,128,1.097076819,10.6132138674884,0.385208,840030,-5,2,1,1,2,2,1,2,1,2,8,8,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,2,-4,3,-4,3,3,3,2,2,4,1,2,2,2,2,2,1,4,3,3,4,1,2,3,1,1,1,3,1,2,1,2,2,2,5,6,4,3,3,3,2,2,3,2,3,2,2,-4,3,3,3,3,2,2,1,3,2,3,1,840002,-4,6,3,10,5,4,9,10,3,4,10,8,2,1,1,4,3,4,2,2,3,4,1,3,4,-4,1,1,1,1,1,8,2,2,1,1,9,2,5,7,2,2,6,2,7,1,2,4,3,3,1,3,2,1,2,3,2,1980,37,3,2,1,840,0,608,0,608,1,1,2,4,6,3,6,3,6,3,6,3,1,1,1,-4,2,1,-4,1,6,-4
2,7,2024,0,840722046,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,71,10.17,11.28,20170502,-4,-4.0,-4.0,128,1.345686872,10.6132138674884,0.385208,840028,4,1,1,1,2,3,4,4,2,2,6,8,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,-4,2,-4,3,4,3,2,2,4,1,2,2,2,2,2,1,3,3,3,3,2,1,3,2,2,1,2,1,2,1,2,2,3,5,1,5,7,2,3,1,3,1,1,2,2,3,-4,2,3,2,2,1,4,3,3,3,4,1,840001,-4,4,1,10,4,1,8,10,7,8,10,7,3,2,2,3,2,3,2,2,2,3,0,8,8,-4,2,0,0,0,0,10,1,1,1,1,1,1,1,4,2,1,2,1,5,1,1,3,2,3,2,2,1,2,4,4,1,1945,72,6,3,1,840,0,124,1,840,5,1,1,1,3,2,-3,-3,3,2,3,2,4,-3,2,-4,-3,7,-4,-3,5,-4
2,7,2024,0,840722047,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,16.09,16.46,20170501,-4,-4.0,-4.0,128,0.525317434,10.6132138674884,0.385208,840023,3,3,2,2,2,1,1,1,2,2,7,9,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,2,2,-4,1,-4,4,4,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,1,3,1,1,3,2,1,1,1,3,3,10,10,1,1,1,2,2,4,4,2,3,4,3,-4,2,3,2,4,4,4,7,3,4,4,1,840001,-4,2,2,10,1,1,3,3,1,4,8,7,1,1,1,3,2,2,4,2,3,3,2,2,1,-4,-2,1,1,1,1,10,1,2,2,2,1,1,3,4,1,1,1,2,8,1,2,3,2,3,1,3,2,2,3,3,1,1962,55,5,3,1,840,1,840,1,840,3,1,1,1,5,3,-3,-3,3,2,3,2,1,-3,2,-4,2,8,-4,-3,8,-4
2,7,2024,0,840722048,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,28,22.07,22.36,20170503,-4,-4.0,-4.0,128,0.312694147,10.6132138674884,0.385208,840005,3,1,1,3,1,2,2,2,2,2,7,7,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,2,-4,2,3,3,4,2,4,1,1,2,2,2,2,2,3,4,3,3,1,3,2,4,3,1,1,1,2,1,2,2,2,3,4,3,9,2,1,2,2,2,2,3,2,2,-4,4,3,3,2,2,2,3,4,1,4,1,840002,-4,7,1,10,6,2,10,10,2,1,10,6,2,2,2,3,2,4,2,2,2,3,2,3,3,-4,1,1,1,1,1,8,3,3,3,2,8,7,6,7,7,2,8,2,4,1,2,4,2,2,1,1,1,2,3,3,1,1985,32,2,2,1,840,1,840,1,840,1,3,2,5,4,2,4,2,6,3,4,2,1,5,1,-4,5,5,-4,-3,4,-4
2,7,2024,0,840722049,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,41,19.32,20.14,20170501,-4,-4.0,-4.0,128,0.456615951,10.6132138674884,0.385208,840013,3,3,1,2,2,2,2,1,1,4,10,5,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,2,2,3,-4,1,-4,3,3,5,5,3,3,1,2,2,3,2,3,3,4,4,4,4,2,3,3,4,2,1,2,1,3,1,1,3,3,10,1,5,10,5,2,1,4,2,1,4,4,3,-4,1,4,3,3,3,3,5,2,3,4,4,5,-4,5,5,-2,5,5,5,5,5,5,-2,5,2,1,2,4,1,3,4,1,2,4,2,2,3,-4,1,1,1,1,1,10,1,1,1,1,1,-2,1,10,1,5,5,1,5,1,1,1,3,3,3,3,3,4,4,4,1,1975,42,3,2,1,840,1,840,1,840,3,1,1,1,4,2,-3,-3,3,2,5,3,1,-3,1,-4,1,1,-4,-3,5,-4
2,7,2024,0,840722050,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,22,21.5,22.12,20170501,-4,-4.0,-4.0,128,0.26050758,10.6132138674884,0.385208,840028,-5,1,1,1,2,3,2,3,2,3,7,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,2,2,2,-4,2,-4,1,3,3,1,2,4,1,4,3,4,4,4,1,3,3,3,3,3,2,1,4,2,0,2,1,3,2,3,1,2,8,7,6,3,8,4,2,3,4,2,2,2,2,-4,2,2,2,2,2,2,4,3,4,2,4,840004,-4,8,7,4,5,7,7,6,3,7,5,5,2,1,2,1,3,3,1,3,4,3,0,3,7,-4,2,0,0,1,1,4,7,3,7,7,4,8,6,9,4,4,9,8,10,1,2,2,2,1,4,1,-2,3,4,2,2,1987,30,2,2,2,840,-1,-2,0,-2,6,1,1,2,6,3,-3,-3,6,3,4,2,1,-3,2,-4,7,5,-4,-3,6,-4
2,7,2024,0,840722051,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,28,9.03,9.32,20170503,-4,-4.0,-4.0,128,1.215324068,10.6132138674884,0.385208,840037,5,1,1,1,1,2,3,4,2,3,8,8,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,1,1,2,-4,2,-4,1,5,2,5,3,5,1,2,2,2,2,2,4,4,4,4,4,3,1,4,2,3,0,1,3,1,1,1,1,1,1,4,5,10,5,4,4,2,2,4,3,3,1,-4,4,2,4,1,3,1,1,4,1,4,1,840002,-4,10,1,10,10,1,10,10,1,4,10,3,2,1,4,1,1,3,4,4,2,3,0,8,8,-4,2,0,1,0,0,1,3,2,1,1,10,10,10,10,10,5,10,1,4,1,4,5,2,1,1,1,4,4,4,4,2,1991,26,2,1,1,840,1,840,1,840,3,1,0,2,4,2,-3,-3,3,2,3,2,1,-3,2,-4,1,7,-4,-3,3,-4
2,7,2024,0,840722052,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5.0,-5.0,20170503,-4,-4.0,-4.0,128,0.999265637,10.6132138674884,0.385208,840033,-5,1,1,1,1,2,2,4,1,2,9,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,-4,1,-4,3,5,2,2,1,2,1,1,1,2,3,2,1,3,2,4,2,1,2,3,1,1,1,3,1,1,1,2,2,3,8,8,1,3,1,2,1,4,3,1,3,2,3,-4,1,3,2,3,1,2,5,3,3,4,1,840001,-4,3,1,10,8,6,9,10,1,8,10,8,2,1,1,4,4,3,4,1,2,4,0,8,8,-4,2,0,0,0,0,1,1,1,4,1,5,6,9,10,10,8,7,3,10,1,1,3,1,3,2,1,1,1,3,1,1,1971,46,4,2,1,840,1,840,1,840,3,1,0,1,6,3,-3,-3,5,3,4,2,1,-3,2,-4,7,1,-4,-3,4,-4
2,7,2024,0,840722053,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,32,20.58,21.31,20170501,-4,-4.0,-4.0,128,2.620097291,10.6132138674884,0.385208,840004,-5,1,1,1,1,3,2,3,2,1,8,7,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-2,0,0,0,1,0,1,0,1,1,2,-4,2,-4,2,3,2,2,2,2,1,1,1,2,2,2,1,4,4,4,4,3,1,2,4,3,1,2,2,2,1,2,2,2,5,1,7,6,5,4,2,2,2,2,3,2,1,-4,4,3,3,2,2,1,1,4,4,4,1,840002,-4,10,1,10,10,6,10,10,3,5,10,6,1,1,1,3,3,4,2,2,2,3,7,8,8,-4,2,1,0,0,0,1,1,1,1,1,10,8,10,10,10,10,7,3,5,1,1,5,1,3,2,2,1,2,4,4,1,1947,70,6,3,1,840,1,840,1,840,1,1,1,2,6,3,3,2,3,2,3,2,4,3,2,-4,-3,6,-4,3,6,-4
2,7,2024,0,840722054,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,23,23.43,24.07,20170430,-4,-4.0,-4.0,128,0.375392993,10.6132138674884,0.385208,840018,4,1,2,3,1,2,1,4,2,2,8,8,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,1,2,-4,2,-4,1,5,2,5,3,4,1,3,2,2,2,2,4,4,4,4,4,1,3,4,2,3,0,1,3,2,1,1,1,2,3,1,5,10,3,3,3,2,1,3,3,2,3,-4,4,3,4,1,3,2,2,4,3,4,1,5,-4,2,1,10,2,1,10,10,2,1,10,5,2,1,1,4,2,4,2,1,2,4,0,8,8,-4,3,0,0,0,0,1,2,6,2,1,10,10,10,10,8,3,10,2,1,1,3,5,3,3,3,3,3,4,4,4,2,1982,35,3,2,1,840,1,840,1,840,6,1,0,1,8,3,-3,-3,5,3,3,2,7,-3,2,-4,-3,6,-4,-3,1,-4
2,7,2024,0,840722055,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,36,9.12,9.48,20170503,-4,-4.0,-4.0,128,0.340730202,10.6132138674884,0.385208,840051,5,2,1,1,1,2,2,3,2,1,9,10,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,-4,2,-4,1,3,2,4,2,4,2,2,2,2,2,2,3,3,4,4,4,1,3,4,1,2,1,1,2,2,2,3,3,3,4,4,5,8,4,4,3,3,3,3,3,2,3,-4,4,4,3,2,3,3,7,4,3,4,1,840002,-4,7,1,10,4,1,10,10,1,1,10,8,2,1,2,3,3,4,4,2,2,3,0,8,8,-4,2,0,1,0,0,3,1,1,1,1,10,4,8,6,4,1,6,1,3,1,2,4,2,2,2,2,2,2,4,4,2,1991,26,2,1,1,840,1,840,1,840,1,1,0,2,6,3,8,3,3,2,4,2,3,1,2,-4,2,4,-4,1,7,-4
2,7,2024,0,840722056,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,105,12.57,14.43,20170428,-4,-4.0,-4.0,128,0.620346273,10.6132138674884,0.385208,840006,4,1,1,1,1,3,2,4,2,1,8,8,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,2,-4,2,-4,2,5,5,5,5,5,1,2,1,3,3,3,3,4,4,3,4,1,2,4,1,2,0,3,1,2,2,2,3,3,5,10,1,3,1,3,1,3,3,1,4,3,3,-4,3,4,3,3,3,3,2,4,4,4,1,840001,-4,3,1,10,8,1,10,10,1,1,10,2,1,1,1,4,-2,4,4,1,1,4,0,8,3,-4,2,1,1,0,0,10,1,1,1,1,10,5,5,5,5,5,5,1,5,1,3,3,3,3,3,3,3,4,4,4,1,1953,64,5,3,1,840,1,840,1,840,6,1,0,1,6,3,-3,-3,3,2,4,2,4,-3,2,-4,-3,5,-4,-3,3,-4
2,7,2024,0,840722057,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,90,17.52,19.23,20170501,-4,-4.0,-4.0,128,0.42787952,10.6132138674884,0.385208,840026,-5,1,1,1,3,1,1,1,1,2,9,9,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,-2,0,1,1,0,1,0,1,1,1,2,1,-4,1,-4,5,1,1,1,1,1,1,1,1,2,2,2,1,1,4,1,1,2,1,4,3,2,0,3,1,1,1,2,2,3,10,10,1,1,1,1,3,4,4,3,4,3,3,-4,1,4,2,4,3,4,7,3,4,4,2,840001,-4,1,1,10,1,1,10,10,1,10,10,7,2,1,2,2,3,2,3,2,3,3,2,2,1,-4,2,1,1,1,1,10,1,10,1,1,1,1,1,3,1,1,1,1,-2,1,2,2,3,4,3,2,3,4,4,4,1,1955,62,5,3,1,840,1,840,1,840,1,1,5,2,4,2,4,2,6,3,3,2,3,3,2,-4,10,10,-4,10,5,-4
2,7,2024,0,840722058,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5.0,-5.0,20170501,-4,-4.0,-4.0,128,0.784186362,10.6132138674884,0.385208,840020,-5,1,1,1,1,3,1,1,1,2,8,9,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,-4,1,-4,3,3,3,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,1,1,2,2,1,3,2,3,2,1,1,3,8,2,3,3,4,2,1,3,3,3,3,3,3,-4,2,2,3,3,3,3,4,2,2,2,2,840001,-4,6,5,5,5,5,5,8,5,5,7,2,2,1,2,2,3,3,3,3,2,3,1,4,2,-4,1,1,1,1,1,10,1,1,1,1,8,2,2,3,1,1,5,1,8,1,1,2,2,3,2,2,1,2,3,2,1,1953,64,5,3,1,840,1,840,1,840,1,1,5,3,3,2,6,3,2,1,2,1,4,1,2,-4,-3,6,-4,1,5,-4
2,7,2024,0,840722059,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,18.22,19.06,20170501,-4,-4.0,-4.0,128,1.412751152,10.6132138674884,0.385208,840032,3,1,1,1,2,2,2,2,2,2,5,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,1,0,1,0,1,2,3,-4,1,-4,4,4,-2,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,3,1,4,2,1,3,1,1,1,2,2,2,9,7,1,1,1,2,1,4,4,1,4,4,4,-4,2,3,3,4,3,4,1,2,3,4,1,840001,-4,2,1,10,7,1,4,10,1,1,10,7,1,1,2,3,4,4,4,2,3,3,1,8,7,-4,1,1,-2,-2,-2,8,1,3,3,1,2,2,8,7,10,7,6,1,9,1,1,2,1,4,2,4,1,3,3,3,1,1938,79,6,3,1,840,1,840,1,840,1,1,2,2,4,2,4,2,-2,-2,-2,-2,4,-2,2,-4,-3,8,-4,-3,3,-4
2,7,2024,0,840722060,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5.0,-5.0,20170501,-4,-4.0,-4.0,128,2.305066729,10.6132138674884,0.385208,840014,3,2,1,2,3,3,3,1,2,2,4,3,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,3,-4,2,-4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,3,2,4,3,1,2,2,2,2,3,2,2,6,3,3,4,6,2,-2,2,2,2,3,3,3,-4,3,3,3,-2,3,3,3,2,2,2,2,5,-4,4,3,3,4,3,3,2,2,4,3,3,2,2,4,4,4,4,4,4,4,4,0,7,1,-4,1,1,1,1,1,8,3,3,6,3,8,7,3,4,4,3,4,7,4,1,2,3,2,2,3,2,2,3,3,2,2,1975,42,3,2,1,840,1,840,1,840,3,1,3,4,2,1,-3,-3,3,2,-1,-1,8,-3,3,-4,-3,-1,-4,-3,1,-4
2,7,2024,0,840722061,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,54,14.42,15.36,20170501,-4,-4.0,-4.0,128,0.478220111,10.6132138674884,0.385208,840005,4,2,1,1,2,2,1,3,2,2,7,8,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,2,2,3,-4,1,-4,2,3,2,1,2,1,2,2,2,2,2,2,2,4,4,3,3,1,2,4,3,2,1,2,2,2,1,2,2,3,8,8,1,3,2,3,1,4,4,2,3,3,3,-4,2,4,2,3,3,3,7,2,2,4,1,840001,-4,8,6,9,9,3,8,10,3,5,10,8,1,1,1,1,2,4,3,2,2,4,1,8,3,-4,1,1,1,1,0,6,1,1,3,1,10,6,6,6,9,6,7,3,5,1,2,2,2,3,2,3,2,1,2,2,1,1960,57,5,3,1,840,1,840,1,840,1,1,0,2,7,3,5,3,5,3,8,3,1,7,2,-4,2,1,-4,-3,7,-4
2,7,2024,0,840722062,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,55,15.55,16.5,20170501,-4,-4.0,-4.0,128,0.860413487,10.6132138674884,0.385208,840025,3,1,1,2,2,2,2,2,3,2,6,6,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,1,-4,2,3,3,3,2,4,2,2,2,2,2,2,2,3,3,3,3,2,1,1,2,2,1,2,1,1,1,2,2,2,8,9,2,2,2,3,1,3,3,2,4,3,3,-4,2,3,2,3,2,3,7,3,4,4,2,840001,-4,6,4,9,8,4,5,9,4,9,9,9,2,2,1,3,2,2,3,2,2,2,1,7,3,-4,1,1,0,1,1,7,2,2,5,2,10,6,5,7,6,1,7,4,7,1,1,3,3,3,2,2,1,3,4,4,1,1972,45,4,2,1,840,-2,840,-2,840,1,1,3,5,8,3,3,2,5,3,8,3,1,5,2,-4,1,1,-4,-3,10,-4
2,7,2024,0,840722063,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,10.54,11.37,20170510,-4,-4.0,-4.0,128,0.275802064,10.6132138674884,0.385208,840049,5,1,1,2,1,3,2,4,2,2,8,10,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,-4,2,-4,1,5,3,4,4,2,1,2,2,3,3,2,3,4,4,4,4,1,3,3,2,2,0,1,2,2,1,1,1,2,1,1,9,10,5,4,2,3,3,2,2,2,2,-4,4,3,2,2,2,1,1,3,1,4,2,840002,-4,10,1,10,10,3,10,10,10,3,5,6,3,1,3,2,3,1,3,3,1,3,0,8,8,-4,2,0,0,0,0,1,1,7,1,1,10,7,9,9,5,5,7,7,6,1,4,5,3,3,2,2,3,4,4,4,1,1977,40,3,2,1,840,1,840,1,840,1,1,1,2,8,3,6,3,3,2,3,2,1,1,2,-4,1,8,-4,1,7,-4
2,7,2024,0,840722064,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,25,23.14,23.4,20170502,-4,-4.0,-4.0,128,0.76684908,10.6132138674884,0.385208,840012,3,2,1,2,3,2,1,3,2,1,5,5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,-4,1,-4,3,4,2,3,2,1,2,2,2,3,2,2,1,2,3,3,3,2,1,1,3,1,1,3,1,2,1,2,2,2,9,5,3,3,4,3,1,4,2,1,3,2,4,-4,2,3,3,3,2,2,6,2,3,3,1,840001,-4,5,5,9,7,5,6,2,3,6,8,7,2,2,1,3,1,3,4,2,2,3,0,8,7,-4,2,1,1,0,1,5,1,1,1,1,6,2,6,4,6,4,8,2,8,1,2,3,2,3,2,2,2,2,3,1,1,1973,44,3,2,1,840,1,840,1,840,6,1,0,1,4,2,-3,-3,3,2,3,2,1,-3,2,-4,11,6,-4,-3,7,-4
2,7,2024,0,840722065,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,71,17.47,18.58,20170428,-4,-4.0,-4.0,128,5.128743936,10.6132138674884,0.385208,840033,4,1,1,1,2,2,4,1,1,1,9,10,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,3,-4,2,4,3,3,2,4,1,2,1,2,1,1,2,4,4,4,4,1,2,1,2,2,1,2,2,2,1,2,2,3,2,1,5,8,3,2,1,2,3,2,3,2,2,-4,3,3,2,2,2,1,1,4,4,4,1,840002,-4,8,1,10,10,1,10,10,1,10,10,6,1,1,1,3,3,3,1,1,2,3,2,2,3,-4,1,1,1,1,1,10,1,1,1,1,10,1,5,9,9,5,1,1,7,1,1,3,2,3,1,2,3,1,1,2,2,1950,67,6,3,1,840,1,840,1,840,1,1,2,2,7,3,8,3,4,2,2,1,4,4,1,-4,-3,7,-4,-3,5,-4
2,7,2024,0,840722066,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,85,-5.0,-5.0,20170502,-4,-4.0,-4.0,128,3.989314119,10.6132138674884,0.385208,840009,-5,1,1,1,2,3,2,1,2,1,9,8,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,-4,1,-4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,3,1,3,1,-2,2,3,4,-2,4,4,2,2,2,3,3,2,3,3,2,-4,2,3,3,3,2,2,8,2,2,4,1,840002,-4,7,2,9,8,8,-2,5,2,2,9,8,1,1,1,2,1,2,2,1,3,3,2,2,2,-4,1,1,1,1,1,10,4,2,3,3,6,6,3,8,3,2,8,2,8,1,1,3,2,3,2,2,2,2,2,2,1,1942,75,6,3,1,840,1,840,1,840,2,1,4,3,3,2,3,2,2,1,2,1,4,5,2,-4,-3,7,-4,-3,5,-4
2,7,2024,0,840722067,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,77,14.33,15.5,20170506,-4,-4.0,-4.0,128,1.980669152,10.6132138674884,0.385208,840032,5,2,1,2,1,1,1,1,2,2,9,8,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,2,-4,2,-4,2,3,3,2,2,3,1,2,1,3,2,2,3,3,3,3,3,2,1,2,3,2,1,3,1,1,1,1,1,1,8,10,5,6,5,2,2,3,3,3,3,2,3,-4,3,3,4,3,2,2,8,4,4,4,1,840001,-4,4,1,10,10,10,10,10,1,8,10,8,1,1,1,3,1,4,3,2,3,4,3,2,2,-4,1,1,-2,-2,1,10,1,1,1,1,5,5,5,10,10,1,5,1,10,1,1,4,3,3,1,3,1,1,4,4,1,1953,64,5,3,2,300,-2,300,-2,300,1,1,1,3,4,2,4,2,2,1,3,2,1,1,1,-4,6,5,-4,3,5,-4
2,7,2024,0,840722068,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5.0,-5.0,20170505,-4,-4.0,-4.0,128,1.537427082,10.6132138674884,0.385208,840049,3,1,1,1,1,1,2,2,3,3,2,7,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,1,-4,1,5,4,4,4,4,2,2,2,3,2,2,4,4,4,3,4,2,3,2,4,3,1,2,2,1,1,1,2,2,1,1,2,10,2,3,2,1,2,3,4,3,2,-4,4,4,4,1,4,2,1,4,1,3,1,840004,-4,10,1,10,10,5,10,10,8,8,10,1,4,4,1,2,2,3,1,3,1,3,0,7,1,-4,1,1,1,1,1,10,1,5,1,1,10,8,2,10,9,4,8,1,1,1,3,3,3,4,3,4,4,3,4,3,2,1976,41,3,2,1,840,1,840,1,840,6,1,5,2,4,2,-3,-3,4,2,6,3,8,-3,1,-4,-3,1,-4,-3,1,-4
